Brand,Model,Segment,Seats,Range(km),Efficiency(Wh/km),Weight(kg),0-100(sec),1-Stop Range(km),Battery(kWh),Fastcharge(kW),Towing(kg),Cargo Volume(L),Price/range(/km),Price($)
Škoda,Enyaq Coupe 85x (MY26),C,5,460 km,167 Wh/km,2234 kg,6.7 sec,511 km,77.0 kWh,120 kW,1800 kg,570 L,€117 /km,"€53,750"
Citroën,ë-Jumpy Combi M 75 kWh,N,9,265 km,260 Wh/km,2131 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,507 L,€217 /km,"€57,940"
Mercedes-Benz,eVito Tourer Long 90 kWh,N,9,310 km,290 Wh/km,2530 kg,12.0 sec,283 km,90.0 kWh,96 kW,0 kg,990 L,€249 /km,"€64,248"
ORA,Funky Cat 48 kWh,C,5,260 km,175 Wh/km,1615 kg,8.3 sec,247 km,45.4 kWh,45 kW,0 kg,228 L,€146 /km,"€38,990"
Smart,#3 Pro+,B,5,355 km,175 Wh/km,1855 kg,5.8 sec,397 km,62.0 kWh,110 kW,1600 kg,385 L,€120 /km,"€43,490"
Mercedes-Benz,EQS 350,F,5,570 km,168 Wh/km,2440 kg,6.7 sec,614 km,96.0 kWh,130 kW,750 kg,620 L,€179 /km,"€101,892"
Volvo,EX90 Twin Motor (MY26),F,7,480 km,213 Wh/km,2725 kg,5.5 sec,567 km,102.0 kWh,200 kW,2200 kg,703 L,€199 /km,"€96,190"
NIO,ET5 Touring Standard Range,E,5,400 km,184 Wh/km,2265 kg,4.0 sec,434 km,73.5 kWh,110 kW,1400 kg,450 L,€154 /km,"€59,500"
Toyota,Proace Verso M 50 kWh,N,9,180 km,257 Wh/km,2027 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,603 L,€313 /km,"€58,040"
Lucid,Air Touring (MY26),F,5,600 km,160 Wh/km,2337 kg,3.6 sec,698 km,96.0 kWh,160 kW,0 kg,910 L,€169 /km,"€99,900"
Volvo,C40 Recharge Twin Pure Electric (MY22),C,5,360 km,208 Wh/km,2185 kg,4.7 sec,379 km,75.0 kWh,108 kW,1800 kg,450 L,€170 /km,"€57,650"
Porsche,Taycan 4 Cross Turismo,F,5,440 km,190 Wh/km,2320 kg,5.1 sec,557 km,83.7 kWh,216 kW,0 kg,530 L,€238 /km,"€103,254"
Mercedes-Benz,EQE 500 4MATIC (MY24),E,5,505 km,179 Wh/km,2490 kg,4.7 sec,555 km,90.6 kWh,141 kW,1700 kg,430 L,€177 /km,"€88,215"
Citroën,ë-C4,C,5,280 km,165 Wh/km,1616 kg,9.7 sec,311 km,46.3 kWh,78 kW,0 kg,380 L,€124 /km,"€34,640"
Mercedes-Benz,EQE SUV 300 (MY23-24),E,5,450 km,201 Wh/km,2440 kg,7.6 sec,485 km,90.6 kWh,141 kW,750 kg,520 L,€186 /km,"€83,479"
Opel,Grandland Electric 82 kWh,C,5,420 km,196 Wh/km,2195 kg,9.0 sec,433 km,82.2 kWh,100 kW,1200 kg,550 L,€122 /km,"€51,950"
Nissan,Micra Standard Range 40 kWh,B,5,260 km,154 Wh/km,1452 kg,9.0 sec,269 km,40.0 kWh,55 kW,500 kg,326 L,€106 /km,"€27,990"
Tesla,Model S P90D,F,5,405 km,211 Wh/km,2271 kg,3.3 sec,401 km,85.5 kWh,90 kW,unknown,895 L,€316 /km,"€124,200"
Fiat,500e 3+1 24 kWh,B,4,135 km,158 Wh/km,1290 kg,9.0 sec,153 km,21.3 kWh,40 kW,0 kg,185 L,€222 /km,"€29,990"
Smart,#3 Pro,B,5,265 km,177 Wh/km,1855 kg,5.9 sec,297 km,47.0 kWh,65 kW,0 kg,385 L,€142 /km,"€38,490"
Lotus,Eletre S,F,5,480 km,227 Wh/km,2595 kg,4.5 sec,593 km,109.0 kWh,259 kW,2250 kg,657 L,€255 /km,"€121,990"
Volkswagen,ID. Buzz NWB GTX,N,6,360 km,219 Wh/km,2629 kg,6.5 sec,395 km,79.0 kWh,135 kW,1800 kg,1121 L,€204 /km,"€73,102"
Ford,Mustang Mach-E SR RWD (MY24),D,5,385 km,189 Wh/km,2166 kg,6.2 sec,408 km,72.6 kWh,100 kW,750 kg,619 L,€132 /km,"€55,800"
NIO,EL6 Standard Range,E,5,365 km,201 Wh/km,2378 kg,4.5 sec,388 km,73.5 kWh,110 kW,1200 kg,579 L,€183 /km,"€65,500"
Peugeot,e-5008 73 kWh Dual Motor,D,7,355 km,206 Wh/km,2406 kg,6.5 sec,374 km,73.0 kWh,90 kW,1000 kg,348 L,€178 /km,"€62,500"
Ford,Mustang Mach-E GT (MY23),D,5,425 km,214 Wh/km,2348 kg,4.4 sec,397 km,91.0 kWh,86 kW,750 kg,619 L,€197 /km,"€86,200"
Volvo,EX90 Single Motor (MY24-25),F,7,485 km,206 Wh/km,2582 kg,8.4 sec,524 km,100.0 kWh,140 kW,1200 kg,703 L,€180 /km,"€83,700"
Ford,Mustang Mach-E GT (MY23.75),D,5,425 km,214 Wh/km,2348 kg,3.7 sec,433 km,91.0 kWh,115 kW,750 kg,619 L,€187 /km,"€77,300"
Toyota,Proace City Verso L2 50 kWh,N,7,230 km,217 Wh/km,1881 kg,11.7 sec,242 km,50.0 kWh,80 kW,750 kg,1050 L,€180 /km,"€42,380"
Lotus,Eletre 900,F,5,455 km,240 Wh/km,2725 kg,2.9 sec,559 km,109.0 kWh,259 kW,2250 kg,657 L,€327 /km,"€145,990"
Lancia,Ypsilon 54 kWh (MY25),B,5,325 km,156 Wh/km,1561 kg,8.2 sec,350 km,50.8 kWh,85 kW,0 kg,309 L,€104 /km,"€33,700"
Mercedes-Benz,EQE 350 4MATIC (MY25),E,5,515 km,176 Wh/km,2475 kg,5.9 sec,564 km,90.6 kWh,141 kW,1700 kg,430 L,€150 /km,"€74,149"
Volkswagen,ID.5 Pro Performance,C,5,430 km,179 Wh/km,2117 kg,8.4 sec,459 km,77.0 kWh,125 kW,1000 kg,549 L,€122 /km,"€47,550"
Peugeot,e-Expert Combi Long 75 kWh,N,9,265 km,260 Wh/km,2161 kg,14.3 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€223 /km,"€58,730"
Alpine,A290 Electric 180 hp,B,5,310 km,168 Wh/km,1554 kg,7.4 sec,323 km,52.0 kWh,70 kW,500 kg,326 L,€123 /km,"€38,700"
Porsche,Taycan 4S Cross Turismo,F,5,420 km,199 Wh/km,2320 kg,4.1 sec,531 km,83.7 kWh,216 kW,0 kg,530 L,€269 /km,"€114,222"
Mercedes-Benz,EQS AMG 53 4MATIC+,F,5,540 km,200 Wh/km,2655 kg,3.4 sec,591 km,107.8 kWh,173 kW,750 kg,610 L,€320 /km,"€155,009"
Ford,Mustang Mach-E ER RWD (MY23),D,5,480 km,190 Wh/km,2160 kg,7.0 sec,448 km,91.0 kWh,86 kW,1500 kg,619 L,€138 /km,"€71,200"
Mercedes-Benz,EQE SUV 350 4MATIC (MY23),E,5,425 km,209 Wh/km,2580 kg,6.6 sec,453 km,89.0 kWh,120 kW,1800 kg,520 L,€230 /km,"€89,548"
Mercedes-Benz,EQE 350+ (MY23),E,5,530 km,171 Wh/km,2360 kg,6.4 sec,579 km,90.6 kWh,141 kW,750 kg,430 L,€155 /km,"€82,028"
BMW,i5 M60 xDrive Sedan (MY25),E,5,430 km,189 Wh/km,2370 kg,3.8 sec,488 km,81.2 kWh,136 kW,2000 kg,490 L,€249 /km,"€99,500"
BMW,i5 xDrive40 Sedan (MY25),E,5,465 km,175 Wh/km,2345 kg,5.4 sec,535 km,81.2 kWh,136 kW,2000 kg,490 L,€169 /km,"€75,600"
Porsche,Taycan Turbo Cross Turismo,F,5,395 km,212 Wh/km,2395 kg,3.3 sec,496 km,83.7 kWh,216 kW,0 kg,489 L,€389 /km,"€157,776"
BMW,i5 xDrive40 Touring (MY25),E,5,450 km,180 Wh/km,2395 kg,5.5 sec,512 km,81.2 kWh,136 kW,2000 kg,570 L,€179 /km,"€77,600"
Toyota,bZ4X FWD 57.7 kWh (MY25),C,5,305 km,177 Wh/km,1945 kg,8.6 sec,343 km,54.0 kWh,85 kW,750 kg,452 L,€141 /km,"€42,990"
Ford,Mustang Mach-E GT (MY21),D,5,410 km,215 Wh/km,2348 kg,4.4 sec,388 km,88.0 kWh,86 kW,750 kg,619 L,€184 /km,"€72,900"
Citroën,ë-SpaceTourer M 75 kWh,N,9,265 km,260 Wh/km,2211 kg,14.2 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€213 /km,"€52,230"
Ford,Mustang Mach-E SR RWD (MY23),D,5,375 km,187 Wh/km,2044 kg,6.9 sec,375 km,70.0 kWh,78 kW,750 kg,619 L,€156 /km,"€62,900"
Mercedes-Benz,EQE SUV 500 4MATIC (MY23),E,5,435 km,208 Wh/km,2560 kg,4.9 sec,468 km,90.6 kWh,141 kW,1800 kg,520 L,€262 /km,"€99,841"
Citroën,ë-Berlingo XL 50 kWh,N,7,230 km,217 Wh/km,1881 kg,11.7 sec,242 km,50.0 kWh,80 kW,750 kg,1050 L,€169 /km,"€37,940"
Audi,Q6 Sportback e-tron,D,5,410 km,185 Wh/km,2200 kg,7.0 sec,485 km,75.8 kWh,150 kW,2000 kg,575 L,€167 /km,"€65,900"
Toyota,Proace City Verso L1 50 kWh,N,5,210 km,220 Wh/km,1739 kg,11.2 sec,224 km,46.3 kWh,78 kW,750 kg,597 L,€194 /km,"€37,800"
Toyota,Proace City Verso L1 50 kWh,N,5,235 km,213 Wh/km,1811 kg,11.7 sec,246 km,50.0 kWh,80 kW,750 kg,775 L,€167 /km,"€40,960"
Peugeot,e-Rifter Standard 50 kWh,N,7,205 km,226 Wh/km,1765 kg,11.7 sec,217 km,46.3 kWh,78 kW,750 kg,571 L,€193 /km,"€41,240"
Peugeot,e-Expert Combi Standard 75 kWh,N,9,265 km,260 Wh/km,2131 kg,14.3 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€218 /km,"€57,940"
Mercedes-Benz,EQS SUV 580 4MATIC,F,7,485 km,224 Wh/km,2810 kg,4.6 sec,521 km,108.4 kWh,173 kW,1800 kg,645 L,€323 /km,"€135,434"
Aiways,U6,C,5,350 km,171 Wh/km,1790 kg,7.0 sec,349 km,60.0 kWh,78 kW,unknown,472 L,€138 /km,"€47,588"
Volkswagen,ID.5 Pro,C,5,430 km,179 Wh/km,2118 kg,10.4 sec,454 km,77.0 kWh,125 kW,1000 kg,549 L,€124 /km,"€47,935"
Mercedes-Benz,EQS 500 4MATIC,F,5,590 km,184 Wh/km,2630 kg,4.8 sec,654 km,108.4 kWh,173 kW,750 kg,620 L,€229 /km,"€125,378"
Ford,Mustang Mach-E ER AWD (MY25),D,5,435 km,202 Wh/km,2245 kg,4.8 sec,441 km,88.0 kWh,105 kW,1500 kg,619 L,€158 /km,"€66,600"
Renault,Zoe Q90,B,5,245 km,167 Wh/km,1548 kg,13.5 sec,224 km,41.0 kWh,33 kW,0 kg,338 L,€121 /km,"£25,770"
Tesla,Model X Performance,F,7,440 km,216 Wh/km,2572 kg,3.6 sec,438 km,95.0 kWh,100 kW,2250 kg,unknown,€243 /km,"€107,600"
Volkswagen,ID.4 GTX,C,5,400 km,193 Wh/km,2224 kg,6.2 sec,434 km,77.0 kWh,115 kW,1200 kg,543 L,€135 /km,"€50,415"
Mercedes-Benz,EQE AMG 43 4MATIC (MY22-23),E,5,455 km,199 Wh/km,2525 kg,4.2 sec,491 km,90.6 kWh,141 kW,750 kg,430 L,€236 /km,"€103,827"
Smart,#1 Pure,B,5,250 km,188 Wh/km,1855 kg,6.7 sec,280 km,47.0 kWh,65 kW,0 kg,338 L,€135 /km,"€34,990"
Toyota,Proace Verso M 75 kWh,N,9,265 km,260 Wh/km,2211 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€214 /km,"€60,590"
Smart,EQ fortwo cabrio,A,2,95 km,176 Wh/km,1125 kg,11.9 sec,66 km,16.7 kWh,0 kW,0 kg,260 L,€286 /km,"€25,200"
Lucid,Air Touring (MY23-24),F,5,560 km,164 Wh/km,2337 kg,3.6 sec,645 km,92.0 kWh,160 kW,0 kg,910 L,€179 /km,"€99,000"
GWM,ORA 03 63 kWh,C,5,340 km,174 Wh/km,1615 kg,8.2 sec,313 km,59.3 kWh,55 kW,0 kg,228 L,€107 /km,"€32,490"
Volkswagen,ID.5 GTX (MY26),C,5,445 km,178 Wh/km,2233 kg,5.4 sec,500 km,79.0 kWh,135 kW,1800 kg,549 L,€128 /km,"€58,755"
Ford,Mustang Mach-E ER RWD (MY22),D,5,480 km,190 Wh/km,2160 kg,7.0 sec,448 km,91.0 kWh,86 kW,1000 kg,619 L,€135 /km,"€62,950"
Citroën,ë-C4 54 kWh,C,5,330 km,154 Wh/km,1636 kg,9.2 sec,355 km,50.8 kWh,78 kW,0 kg,380 L,€118 /km,"€35,925"
Opel,Combo Electric 50 kWh,N,5,235 km,213 Wh/km,1811 kg,11.3 sec,246 km,50.0 kWh,80 kW,750 kg,775 L,€165 /km,"€38,600"
GWM,ORA 07 GT,D,5,430 km,194 Wh/km,2210 kg,4.5 sec,389 km,83.5 kWh,80 kW,0 kg,333 L,€124 /km,"€53,490"
Volkswagen,ID. Buzz NWB Pure,N,6,265 km,223 Wh/km,2367 kg,10.7 sec,301 km,59.0 kWh,110 kW,1000 kg,1121 L,€189 /km,"€49,998"
Smart,EQ fortwo coupe,A,2,100 km,167 Wh/km,1085 kg,11.5 sec,71 km,16.7 kWh,0 kW,0 kg,260 L,€221 /km,"€21,940"
Mercedes-Benz,EQS 580 4MATIC,F,5,590 km,183 Wh/km,2620 kg,4.3 sec,655 km,107.8 kWh,173 kW,750 kg,610 L,€267 /km,"€141,705"
Maserati,GranCabrio Folgore,F,4,395 km,210 Wh/km,2415 kg,2.8 sec,489 km,83.0 kWh,190 kW,unknown,151 L,€530 /km,"€206,713"
Voyah,Courage 80 kWh RWD,D,5,395 km,196 Wh/km,2174 kg,6.8 sec,434 km,77.3 kWh,110 kW,1700 kg,527 L,€114 /km,"€44,990"
Genesis,GV70 Electrified (MY25),D,5,385 km,208 Wh/km,2335 kg,4.4 sec,477 km,80.0 kWh,205 kW,1800 kg,528 L,€190 /km,"€70,230"
Renault,Zoe Q90,B,5,245 km,167 Wh/km,1555 kg,13.5 sec,224 km,41.0 kWh,33 kW,0 kg,338 L,€126 /km,"€33,590"
Mercedes-Benz,EQB 250+,C,7,410 km,172 Wh/km,2115 kg,8.9 sec,401 km,70.5 kWh,90 kW,0 kg,495 L,€133 /km,"€53,978"
Porsche,Taycan GTS,F,5,535 km,181 Wh/km,2360 kg,3.3 sec,692 km,97.0 kWh,262 kW,0 kg,450 L,€272 /km,"€147,700"
Tesla,Model S 70,F,5,340 km,196 Wh/km,2074 kg,5.8 sec,360 km,66.5 kWh,95 kW,unknown,895 L,€231 /km,"€78,000"
Audi,e-tron Sportback 55 quattro,E,5,380 km,228 Wh/km,2555 kg,5.7 sec,399 km,86.5 kWh,146 kW,1800 kg,615 L,€217 /km,"€81,639"
Volkswagen,ID.5 GTX,C,5,405 km,190 Wh/km,2242 kg,6.3 sec,447 km,77.0 kWh,115 kW,1200 kg,549 L,€145 /km,"€53,615"
Porsche,Taycan GTS Sport Turismo,F,5,425 km,197 Wh/km,2385 kg,3.7 sec,542 km,83.7 kWh,216 kW,0 kg,530 L,€327 /km,"€140,858"
Fiat,500e Cabrio 24 kWh,B,4,135 km,158 Wh/km,1281 kg,9.0 sec,150 km,21.3 kWh,40 kW,0 kg,185 L,€248 /km,"€35,490"
Toyota,Proace Verso M 75 kWh,N,8,265 km,260 Wh/km,2131 kg,13.1 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€244 /km,"€64,530"
CUPRA,Born 170 kW - 58 kWh,C,5,345 km,168 Wh/km,1824 kg,6.6 sec,371 km,58.0 kWh,82 kW,0 kg,385 L,€116 /km,"€40,750"
Mercedes-Benz,EQE SUV AMG 43 4MATIC (MY23-24),E,5,425 km,213 Wh/km,2600 kg,4.3 sec,460 km,90.6 kWh,141 kW,1800 kg,520 L,€301 /km,"€124,920"
Volkswagen,ID.3 Pro S - 4 Seats,C,4,455 km,169 Wh/km,1933 kg,7.9 sec,499 km,77.0 kWh,120 kW,0 kg,385 L,€108 /km,"€47,595"
Škoda,Enyaq Coupe 85x (MY25),C,5,460 km,167 Wh/km,2234 kg,6.7 sec,511 km,77.0 kWh,120 kW,1200 kg,570 L,€119 /km,"€53,400"
Ford,Mustang Mach-E SR RWD (MY25),D,5,380 km,191 Wh/km,2175 kg,6.2 sec,408 km,72.6 kWh,100 kW,750 kg,619 L,€136 /km,"€56,500"
Zeekr,X Core RWD (MY25),B,5,270 km,181 Wh/km,1930 kg,5.9 sec,294 km,49.0 kWh,70 kW,1600 kg,362 L,€144 /km,"€38,990"
Nissan,LEAF 24 kWh (MY11-13),C,5,125 km,176 Wh/km,1600 kg,11.9 sec,138 km,22.0 kWh,36 kW,unknown,330 L,€243 /km,"€33,990"
Mercedes-Benz,eVito Tourer Long 41 kWh,N,9,120 km,292 Wh/km,2260 kg,16.0 sec,85 km,35.0 kWh,0 kW,0 kg,990 L,€453 /km,"€54,395"
Mercedes-Benz,EQS 450 4MATIC,F,5,605 km,178 Wh/km,2615 kg,5.6 sec,672 km,107.8 kWh,173 kW,750 kg,610 L,€201 /km,"€113,359"
ORA,Funky Cat 63 kWh,C,5,340 km,174 Wh/km,1615 kg,8.2 sec,313 km,59.3 kWh,55 kW,0 kg,228 L,€123 /km,"€44,490"
Cadillac,OPTIQ 500 E4 (MY26),D,5,365 km,205 Wh/km,2376 kg,6.7 sec,359 km,75.0 kWh,90 kW,680 kg,443 L,€178 /km,"€65,000"
Tesla,Model X Standard Range,F,7,355 km,204 Wh/km,2427 kg,4.8 sec,346 km,72.5 kWh,80 kW,2250 kg,unknown,€252 /km,"€91,700"
Volkswagen,ID.3 Pro S - 5 Seats,C,5,450 km,171 Wh/km,1928 kg,7.9 sec,488 km,77.0 kWh,115 kW,0 kg,385 L,€98 /km,"€43,720"
Škoda,Enyaq iV RS (MY23),C,5,420 km,183 Wh/km,2258 kg,6.2 sec,456 km,77.0 kWh,115 kW,1200 kg,585 L,€147 /km,"€63,300"
Elaris,BEO 86 kWh,D,5,390 km,208 Wh/km,1955 kg,9.5 sec,357 km,81.0 kWh,65 kW,unknown,467 L,€136 /km,"€53,090"
Volvo,EX40 Single Motor (MY26),C,5,345 km,194 Wh/km,2040 kg,7.3 sec,383 km,67.0 kWh,110 kW,1500 kg,441 L,€141 /km,"€49,990"
Sono,Sion,C,5,260 km,181 Wh/km,1730 kg,9.0 sec,261 km,47.0 kWh,60 kW,750 kg,650 L,€116 /km,"€29,900"
Mercedes-Benz,eVito Tourer Extra-Long 90 kWh,N,9,305 km,295 Wh/km,2555 kg,12.0 sec,279 km,90.0 kWh,96 kW,0 kg,1390 L,€264 /km,"€65,140"
Kia,e-Soul 39.2 kWh,B,5,230 km,170 Wh/km,1610 kg,9.9 sec,209 km,39.2 kWh,37 kW,0 kg,315 L,€167 /km,"€40,290"
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY23),E,5,450 km,201 Wh/km,2540 kg,3.5 sec,491 km,90.6 kWh,141 kW,750 kg,430 L,€275 /km,"€110,706"
Smart,#1 Pure+,B,5,335 km,185 Wh/km,1863 kg,6.7 sec,364 km,62.0 kWh,100 kW,1600 kg,338 L,€115 /km,"€39,990"
Smart,ForFour Electric Drive,A,4,95 km,176 Wh/km,1200 kg,12.7 sec,66 km,16.7 kWh,0 kW,0 kg,185 L,€232 /km,"€22,600"
Peugeot,Partner Tepee Electric,N,5,100 km,205 Wh/km,1679 kg,19.5 sec,105 km,20.5 kWh,30 kW,0 kg,544 L,€305 /km,"€30,470"
VinFast,VF 8 Plus Extended Range,D,5,400 km,219 Wh/km,2595 kg,5.5 sec,416 km,87.7 kWh,120 kW,1800 kg,376 L,€144 /km,"€58,890"
Porsche,Taycan,F,5,420 km,169 Wh/km,2125 kg,5.4 sec,532 km,71.0 kWh,183 kW,0 kg,491 L,€225 /km,"€93,139"
Genesis,G80 Electrified (MY25),F,5,450 km,200 Wh/km,2900 kg,5.1 sec,506 km,90.0 kWh,160 kW,0 kg,354 L,€181 /km,"€76,180"
Tesla,Model S 70,F,5,345 km,200 Wh/km,2102 kg,5.8 sec,362 km,69.0 kWh,95 kW,unknown,895 L,€242 /km,"€82,700"
Kia,e-Niro 39 kWh,C,5,235 km,167 Wh/km,1667 kg,9.8 sec,215 km,39.2 kWh,37 kW,0 kg,451 L,€159 /km,"€38,290"
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY23-24),E,5,420 km,216 Wh/km,2690 kg,3.5 sec,453 km,90.6 kWh,141 kW,1800 kg,520 L,€335 /km,"€139,438"
Mercedes-Benz,EQS SUV 500 4MATIC,F,7,530 km,223 Wh/km,2840 kg,5.3 sec,543 km,118.0 kWh,160 kW,1800 kg,645 L,€257 /km,"€124,545"
Porsche,Taycan 4 Plus,F,5,565 km,172 Wh/km,2325 kg,4.6 sec,737 km,97.0 kWh,262 kW,0 kg,491 L,€202 /km,"€111,924"
Tesla,Model S 60D,F,5,345 km,180 Wh/km,2183 kg,5.4 sec,376 km,62.0 kWh,95 kW,unknown,895 L,€238 /km,"€74,719"
Volvo,XC40 Recharge Twin Pure Electric (MY22),C,5,335 km,224 Wh/km,2188 kg,4.9 sec,348 km,75.0 kWh,108 kW,1800 kg,450 L,€172 /km,"€59,250"
Peugeot,e-Expert Combi Standard 50 kWh,N,9,185 km,250 Wh/km,1969 kg,13.1 sec,198 km,46.3 kWh,78 kW,1000 kg,603 L,€271 /km,"€51,940"
Audi,SQ6 Sportback e-tron,D,5,495 km,192 Wh/km,2425 kg,4.3 sec,587 km,94.9 kWh,200 kW,2400 kg,575 L,€207 /km,"€96,200"
Ford,e-Tourneo Custom L1 160 kW,N,8,235 km,272 Wh/km,2557 kg,9.0 sec,233 km,64.0 kWh,70 kW,2000 kg,672 L,€291 /km,"€66,819"
Audi,Q4 e-tron 45 quattro,C,5,385 km,199 Wh/km,2210 kg,6.9 sec,418 km,76.6 kWh,115 kW,1200 kg,520 L,€150 /km,"€53,990"
Mercedes-Benz,EQE 350 4MATIC (MY22-23),E,5,505 km,179 Wh/km,2465 kg,6.3 sec,549 km,90.6 kWh,141 kW,750 kg,430 L,€158 /km,"€73,363"
Fiat,E-Ulysse L2 75 kWh,N,8,265 km,260 Wh/km,2140 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,450 L,€234 /km,"€61,990"
BMW,i5 M60 xDrive Touring,E,5,415 km,196 Wh/km,2425 kg,3.9 sec,479 km,81.2 kWh,136 kW,2000 kg,570 L,€263 /km,"€101,500"
Lucid,Gravity Touring (MY26),F,7,465 km,191 Wh/km,2522 kg,4.2 sec,549 km,89.0 kWh,180 kW,1600 kg,1663 L,€218 /km,"€99,900"
Porsche,Taycan Turbo S Cross Turismo,F,5,380 km,220 Wh/km,2395 kg,2.9 sec,478 km,83.7 kWh,216 kW,0 kg,489 L,€486 /km,"€191,096"
NIO,EL7 Standard Range,F,5,355 km,207 Wh/km,2421 kg,3.9 sec,376 km,73.5 kWh,110 kW,2000 kg,570 L,€246 /km,"€85,900"
GWM,ORA 03 GT,C,5,325 km,182 Wh/km,1655 kg,8.2 sec,300 km,59.3 kWh,55 kW,0 kg,228 L,€115 /km,"€37,490"
MG,Cyberster Trophy,S,2,425 km,175 Wh/km,1960 kg,5.0 sec,440 km,74.4 kWh,85 kW,unknown,249 L,€152 /km,"€64,990"
Škoda,Enyaq 50 (MY24),C,5,310 km,168 Wh/km,1976 kg,9.1 sec,351 km,52.0 kWh,90 kW,1000 kg,585 L,€138 /km,"€42,990"
Genesis,GV60 Pure (MY25),C,5,425 km,188 Wh/km,2050 kg,7.8 sec,522 km,80.0 kWh,205 kW,1600 kg,432 L,€146 /km,"£54,115"
Genesis,GV60 Performance (MY25),C,5,395 km,203 Wh/km,2250 kg,4.0 sec,493 km,80.0 kWh,205 kW,1600 kg,432 L,€197 /km,"£67,715"
Porsche,Taycan Turbo,F,5,535 km,181 Wh/km,2365 kg,2.7 sec,692 km,97.0 kWh,262 kW,0 kg,450 L,€320 /km,"€175,600"
Porsche,Taycan Sport Turismo,F,5,460 km,179 Wh/km,2190 kg,4.8 sec,568 km,82.3 kWh,195 kW,0 kg,530 L,€225 /km,"€102,400"
Volvo,EX90 Single Motor (MY26),F,7,425 km,207 Wh/km,2556 kg,6.8 sec,501 km,88.0 kWh,170 kW,1500 kg,703 L,€201 /km,"€85,990"
Tesla,Model X 60D,F,7,285 km,218 Wh/km,2427 kg,6.2 sec,306 km,62.0 kWh,95 kW,unknown,unknown,€315 /km,"€89,100"
Lucid,Air Pure AWD (MY23-24),F,5,560 km,164 Wh/km,2337 kg,4.0 sec,645 km,92.0 kWh,160 kW,0 kg,910 L,€200 /km,"€109,000"
Škoda,Enyaq Coupe iV 80x (MY23),C,5,435 km,177 Wh/km,2214 kg,7.0 sec,473 km,77.0 kWh,115 kW,1200 kg,575 L,€135 /km,"€56,650"
Mercedes-Benz,EQE 350 (MY22-23),E,5,510 km,175 Wh/km,2385 kg,6.4 sec,554 km,89.0 kWh,120 kW,750 kg,430 L,€158 /km,"€70,210"
Mercedes-Benz,EQE 500 4MATIC (MY22-23),E,5,505 km,179 Wh/km,2475 kg,4.7 sec,549 km,90.6 kWh,141 kW,750 kg,430 L,€199 /km,"€87,286"
Jeep,Avenger Electric 1st Edition,B,5,310 km,164 Wh/km,1611 kg,9.0 sec,327 km,50.8 kWh,85 kW,0 kg,355 L,€132 /km,"€39,900"
Renault,Kangoo Grand E-Tech Electric,N,7,220 km,205 Wh/km,1992 kg,13.3 sec,218 km,45.0 kWh,50 kW,1500 kg,500 L,€183 /km,"€40,250"
Toyota,Proace Verso L 75 kWh,N,8,265 km,260 Wh/km,2161 kg,13.1 sec,252 km,69.0 kWh,79 kW,1000 kg,989 L,€269 /km,"€65,385"
Mercedes-Benz,EQS SUV 450 4MATIC,F,7,490 km,221 Wh/km,2805 kg,6.0 sec,521 km,108.4 kWh,173 kW,1800 kg,645 L,€267 /km,"€114,609"
Nissan,Townstar EV Passenger L2,N,7,220 km,205 Wh/km,1992 kg,13.3 sec,218 km,45.0 kWh,50 kW,1500 kg,819 L,€195 /km,"€42,790"
Volvo,EX40 Twin Motor Performance (MY26),C,5,385 km,205 Wh/km,2170 kg,4.6 sec,419 km,79.0 kWh,125 kW,1800 kg,441 L,€163 /km,"€62,890"
Citroën,C-Zero,A,4,85 km,171 Wh/km,1140 kg,15.9 sec,101 km,14.5 kWh,30 kW,0 kg,166 L,€328 /km,"€29,393"
Ford,Mustang Mach-E SR AWD (MY21),D,5,335 km,203 Wh/km,2138 kg,6.3 sec,337 km,68.0 kWh,78 kW,750 kg,619 L,€171 /km,"€54,750"
Audi,SQ8 SUV e-tron,E,5,455 km,233 Wh/km,2725 kg,4.5 sec,463 km,106.0 kWh,144 kW,1800 kg,631 L,€228 /km,"€98,100"
Ford,Mustang Mach-E Rally (MY24),D,5,410 km,222 Wh/km,2343 kg,3.9 sec,417 km,91.0 kWh,115 kW,750 kg,619 L,€189 /km,"€80,300"
DS,Automobiles N°8 FWD,D,5,415 km,178 Wh/km,2207 kg,7.7 sec,449 km,73.7 kWh,100 kW,1260 kg,620 L,€139 /km,"€57,700"
BMW,i3s 94 Ah,B,4,160 km,170 Wh/km,1340 kg,6.9 sec,163 km,27.2 kWh,46 kW,0 kg,260 L,€265 /km,"€45,750"
Seres,3,C,5,255 km,196 Wh/km,1765 kg,8.9 sec,231 km,50.0 kWh,50 kW,0 kg,318 L,€149 /km,"€37,995"
